id,year,country,score,overall_rank,gdp_per_capita,social_support,healthy_life_expectancy,freedom_to_make_life_choices,generosity,perceptions_of_corruption
1,2020,Afghanistan,2.5669999999999997,153,0.301,0.35600000000000004,0.266,0.0,0.135,0.001
2,2020,Albania,4.883,105,0.907,0.83,0.846,0.462,0.171,0.025
3,2020,Algeria,5.005,100,0.9440000000000001,1.143,0.745,0.084,0.11900000000000001,0.129
4,2020,Argentina,5.975,55,1.028,1.3730000000000002,0.85,0.521,0.07,0.06
5,2020,Armenia,4.677,116,0.8079999999999999,1.035,0.7759999999999999,0.37799999999999995,0.107,0.105
6,2020,Australia,7.223,12,1.31,1.4769999999999999,1.023,0.622,0.325,0.336
7,2020,Austria,7.294,9,1.317,1.4369999999999998,1.001,0.603,0.256,0.281
8,2020,Azerbaijan,5.165,89,0.99,1.181,0.731,0.46799999999999997,0.04,0.247
9,2020,Bahrain,6.227,40,1.297,1.315,0.8390000000000001,0.61,0.287,0.127
10,2020,Bangladesh,4.833,107,0.556,0.8690000000000001,0.695,0.604,0.177,0.177
11,2020,Belarus,5.54,75,1.0190000000000001,1.3869999999999998,0.753,0.29100000000000004,0.09,0.19399999999999998
12,2020,Belgium,6.864,20,1.296,1.399,0.965,0.5,0.147,0.209
13,2020,Benin,5.216,86,0.366,0.35200000000000004,0.32799999999999996,0.406,0.19699999999999998,0.126
14,2020,Bolivia,5.747000000000001,65,0.731,1.1420000000000001,0.662,0.574,0.138,0.073
15,2020,Bosnia and Herzegovina,5.6739999999999995,69,0.9179999999999999,1.204,0.8140000000000001,0.305,0.264,0.001
16,2020,Botswana,3.4789999999999996,147,0.998,1.0859999999999999,0.494,0.509,0.033,0.102
17,2020,Brazil,6.376,32,0.953,1.3630000000000002,0.7659999999999999,0.483,0.132,0.107
18,2020,Bulgaria,5.102,96,1.047,1.4609999999999999,0.778,0.418,0.10400000000000001,0.0
19,2020,Burkina Faso,4.769,112,0.302,0.929,0.313,0.322,0.18600000000000003,0.126
20,2020,Burundi,3.775,140,0.0,0.40399999999999997,0.295,0.275,0.187,0.212
21,2020,Cambodia,4.848,106,0.545,1.071,0.588,0.675,0.233,0.073
22,2020,Cameroon,5.085,98,0.504,0.9,0.27,0.439,0.198,0.054000000000000006
23,2020,Canada,7.232,11,1.3019999999999998,1.435,1.023,0.644,0.282,0.35200000000000004
24,2020,Central African Republic,3.4760000000000004,149,0.040999999999999995,0.0,0.0,0.293,0.254,0.027999999999999997
25,2020,Chad,4.423,127,0.302,0.7390000000000001,0.109,0.22899999999999998,0.21100000000000002,0.086
26,2020,Chile,6.228,39,1.097,1.3230000000000002,0.889,0.41700000000000004,0.156,0.063
27,2020,China,5.124,94,0.991,1.1320000000000001,0.867,0.602,0.079,0.11699999999999999
28,2020,Colombia,6.162999999999999,44,0.932,1.334,0.81,0.527,0.092,0.046
29,2020,Comoros,4.289,134,0.41600000000000004,0.723,0.43700000000000006,0.18100000000000002,0.259,0.1
30,2020,Congo (Brazzaville),5.194,88,0.634,0.758,0.45799999999999996,0.387,0.11699999999999999,0.11900000000000001
31,2020,Congo (Kinshasa),4.311,131,0.062,0.833,0.27699999999999997,0.365,0.254,0.081
32,2020,Costa Rica,7.121,15,0.981,1.375,0.94,0.645,0.131,0.096
33,2020,Croatia,5.505,79,1.109,1.311,0.9009999999999999,0.381,0.114,0.012
34,2020,Cyprus,6.159,45,1.213,1.149,1.026,0.45899999999999996,0.228,0.051
35,2020,Czech Republic,6.9110000000000005,19,1.212,1.405,0.895,0.506,0.046,0.05
36,2020,Denmark,7.646,2,1.327,1.5030000000000001,0.9790000000000001,0.665,0.243,0.495
37,2020,Dominican Republic,5.689,68,0.983,1.329,0.742,0.563,0.11199999999999999,0.11599999999999999
38,2020,Ecuador,5.925,58,0.853,1.2209999999999999,0.8390000000000001,0.555,0.115,0.087
39,2020,Egypt,4.151,138,0.875,0.983,0.597,0.374,0.069,0.095
40,2020,El Salvador,6.348,34,0.7490000000000001,1.149,0.753,0.524,0.11900000000000001,0.11699999999999999
41,2020,Estonia,6.022,51,1.192,1.453,0.843,0.5770000000000001,0.125,0.20199999999999999
42,2020,Ethiopia,4.186,136,0.315,1.001,0.484,0.413,0.228,0.11699999999999999
43,2020,Finland,7.809,1,1.285,1.5,0.961,0.662,0.16,0.478
44,2020,France,6.664,23,1.268,1.459,1.03,0.514,0.113,0.22699999999999998
45,2020,Gabon,4.829,108,0.988,1.1059999999999999,0.523,0.369,0.052000000000000005,0.055999999999999994
46,2020,Gambia,4.751,113,0.257,0.883,0.353,0.40299999999999997,0.426,0.158
47,2020,Georgia,4.673,117,0.847,0.731,0.695,0.485,0.048,0.174
48,2020,Germany,7.0760000000000005,17,1.314,1.369,0.972,0.564,0.252,0.309
49,2020,Ghana,5.148,91,0.5760000000000001,0.966,0.43200000000000005,0.47700000000000004,0.261,0.057
50,2020,Greece,5.515,77,1.128,1.169,0.9790000000000001,0.174,0.0,0.049
51,2020,Guatemala,6.399,29,0.754,1.1740000000000002,0.706,0.613,0.171,0.098
52,2020,Guinea,4.949,102,0.39,0.7509999999999999,0.33399999999999996,0.37200000000000005,0.249,0.11199999999999999
53,2020,Haiti,3.721,142,0.285,0.647,0.374,0.16899999999999998,0.46399999999999997,0.162
54,2020,Honduras,5.952999999999999,56,0.599,1.187,0.792,0.568,0.257,0.087
55,2020,Hong Kong,5.51,78,1.3769999999999998,1.244,1.137,0.45899999999999996,0.28800000000000003,0.332
56,2020,Hungary,6.0,53,1.1640000000000001,1.423,0.807,0.386,0.07,0.027999999999999997
57,2020,Iceland,7.504,4,1.327,1.548,1.001,0.662,0.36200000000000004,0.145
58,2020,India,3.573,144,0.731,0.644,0.541,0.581,0.237,0.106
59,2020,Indonesia,5.2860000000000005,84,0.892,1.155,0.61,0.568,0.5429999999999999,0.038
60,2020,Iran,4.672,118,1.0290000000000001,0.8859999999999999,0.7490000000000001,0.301,0.27699999999999997,0.14300000000000002
61,2020,Iraq,4.785,110,0.982,1.011,0.529,0.284,0.153,0.073
62,2020,Ireland,7.093999999999999,16,1.4469999999999998,1.4709999999999999,0.976,0.588,0.295,0.373
63,2020,Israel,7.129,14,1.216,1.403,1.008,0.42100000000000004,0.267,0.1
64,2020,Italy,6.3870000000000005,30,1.236,1.347,1.023,0.321,0.17,0.04
65,2020,Ivory Coast,5.233,85,0.537,0.8,0.155,0.397,0.17,0.09300000000000001
66,2020,Jamaica,5.89,60,0.779,1.4080000000000001,0.7879999999999999,0.5529999999999999,0.11599999999999999,0.03
67,2020,Japan,5.871,62,1.2670000000000001,1.3319999999999999,1.073,0.495,0.036000000000000004,0.18100000000000002
68,2020,Jordan,4.633,119,0.785,1.14,0.778,0.425,0.091,0.152
69,2020,Kazakhstan,6.058,50,1.123,1.453,0.6990000000000001,0.49700000000000005,0.154,0.11
70,2020,Kenya,4.583,121,0.47600000000000003,0.905,0.536,0.519,0.39399999999999996,0.067
71,2020,Kosovo,6.325,35,0.84,1.1840000000000002,0.6729999999999999,0.557,0.325,0.009000000000000001
72,2020,Kuwait,6.102,48,1.425,1.245,0.7759999999999999,0.57,0.133,0.113
73,2020,Kyrgyzstan,5.542000000000001,74,0.513,1.341,0.6809999999999999,0.615,0.301,0.03
74,2020,Laos,4.888999999999999,104,0.715,0.987,0.486,0.612,0.273,0.19399999999999998
75,2020,Latvia,5.95,57,1.141,1.4140000000000001,0.778,0.32899999999999996,0.075,0.09
76,2020,Lebanon,4.772,111,0.889,1.192,0.789,0.18600000000000003,0.159,0.022000000000000002
77,2020,Lesotho,3.653,143,0.455,1.089,0.10099999999999999,0.409,0.10300000000000001,0.05
78,2020,Liberia,4.558,124,0.174,0.9209999999999999,0.392,0.406,0.22699999999999998,0.051
79,2020,Libya,5.489,80,1.022,1.196,0.616,0.451,0.14300000000000002,0.172
80,2020,Lithuania,6.215,41,1.194,1.433,0.795,0.42,0.054000000000000006,0.081
81,2020,Luxembourg,7.2379999999999995,10,1.537,1.3880000000000001,0.986,0.61,0.196,0.36700000000000005
82,2020,Madagascar,4.166,137,0.245,0.8240000000000001,0.501,0.193,0.191,0.076
83,2020,Malawi,3.5380000000000003,145,0.177,0.53,0.446,0.48700000000000004,0.213,0.132
84,2020,Malaysia,5.3839999999999995,82,1.168,1.1740000000000002,0.789,0.597,0.275,0.062
85,2020,Maldives,5.1979999999999995,87,0.938,1.402,0.914,0.5479999999999999,0.22399999999999998,0.07200000000000001
86,2020,Mali,4.729,114,0.35200000000000004,0.973,0.235,0.37799999999999995,0.17,0.062
87,2020,Malta,6.773,22,1.253,1.443,0.972,0.633,0.341,0.179
88,2020,Mauritania,4.375,129,0.54,1.113,0.425,0.18600000000000003,0.129,0.122
89,2020,Mauritius,6.101,49,1.074,1.396,0.763,0.591,0.187,0.084
90,2020,Mexico,6.465,24,1.024,1.226,0.8320000000000001,0.5539999999999999,0.083,0.083
91,2020,Moldova,5.608,70,0.708,1.237,0.713,0.39,0.174,0.013999999999999999
92,2020,Mongolia,5.456,81,0.905,1.459,0.616,0.35600000000000004,0.264,0.047
93,2020,Montenegro,5.546,72,1.01,1.266,0.8390000000000001,0.303,0.149,0.098
94,2020,Morocco,5.095,97,0.759,0.645,0.745,0.45,0.04,0.077
95,2020,Mozambique,4.624,120,0.179,0.955,0.324,0.561,0.22,0.163
96,2020,Myanmar,4.308,133,0.6779999999999999,1.0979999999999999,0.495,0.597,0.57,0.188
97,2020,Namibia,4.571000000000001,122,0.84,1.246,0.40700000000000003,0.445,0.076,0.054000000000000006
98,2020,Nepal,5.1370000000000005,92,0.444,1.101,0.669,0.48100000000000004,0.301,0.128
99,2020,Netherlands,7.449,6,1.339,1.464,0.976,0.614,0.336,0.369
100,2020,New Zealand,7.3,8,1.242,1.4869999999999999,1.008,0.647,0.326,0.461
101,2020,Nicaragua,6.1370000000000005,46,0.62,1.271,0.8029999999999999,0.56,0.213,0.174
102,2020,Niger,4.91,103,0.10800000000000001,0.7040000000000001,0.299,0.435,0.20800000000000002,0.138
103,2020,Nigeria,4.724,115,0.6459999999999999,0.987,0.168,0.435,0.221,0.048
104,2020,North Cyprus,5.5360000000000005,76,1.213,1.183,1.026,0.478,0.19899999999999998,0.2
105,2020,North Macedonia,5.16,90,0.935,1.183,0.8029999999999999,0.41,0.18600000000000003,0.025
106,2020,Norway,7.4879999999999995,5,1.4240000000000002,1.495,1.008,0.67,0.28800000000000003,0.434
107,2020,Pakistan,5.693,66,0.617,0.873,0.47,0.405,0.22899999999999998,0.12300000000000001
108,2020,Palestine,4.553,125,0.588,1.195,0.614,0.299,0.092,0.07200000000000001
109,2020,Panama,6.305,36,1.0979999999999999,1.376,0.879,0.58,0.09699999999999999,0.054000000000000006
110,2020,Paraguay,5.692,67,0.898,1.368,0.736,0.5870000000000001,0.204,0.065
111,2020,Peru,5.797000000000001,63,0.919,1.208,0.8240000000000001,0.513,0.092,0.027000000000000003
112,2020,Philippines,6.006,52,0.775,1.245,0.602,0.622,0.129,0.13
113,2020,Poland,6.186,43,1.169,1.31,0.868,0.5579999999999999,0.063,0.161
114,2020,Portugal,5.9110000000000005,59,1.169,1.34,0.9790000000000001,0.59,0.053,0.027999999999999997
115,2020,Romania,6.124,47,1.12,1.194,0.792,0.535,0.068,0.001
116,2020,Russia,5.546,73,1.127,1.379,0.68,0.39899999999999997,0.099,0.046
117,2020,Rwanda,3.312,150,0.34299999999999997,0.523,0.5720000000000001,0.604,0.23600000000000002,0.486
118,2020,Saudi Arabia,6.406000000000001,27,1.334,1.31,0.76,0.5479999999999999,0.087,0.163
119,2020,Senegal,4.981,101,0.504,0.955,0.518,0.35200000000000004,0.16399999999999998,0.08199999999999999
120,2020,Serbia,5.778,64,0.988,1.327,0.828,0.395,0.15,0.059000000000000004
121,2020,Sierra Leone,3.926,139,0.24100000000000002,0.748,0.204,0.382,0.258,0.048
122,2020,Singapore,6.377000000000001,31,1.52,1.395,1.138,0.635,0.21899999999999997,0.5329999999999999
123,2020,Slovakia,6.281000000000001,37,1.195,1.4240000000000002,0.853,0.424,0.11699999999999999,0.011000000000000001
124,2020,Slovenia,6.3629999999999995,33,1.209,1.465,0.9329999999999999,0.647,0.146,0.077
125,2020,South Africa,4.814,109,0.902,1.2590000000000001,0.40700000000000003,0.435,0.126,0.06
126,2020,South Korea,5.872000000000001,61,1.245,1.1340000000000001,1.023,0.259,0.17,0.095
127,2020,South Sudan,2.8169999999999997,152,0.289,0.5529999999999999,0.209,0.066,0.21,0.111
128,2020,Spain,6.401,28,1.2309999999999999,1.421,1.051,0.426,0.165,0.11
129,2020,Sri Lanka,4.327,130,0.898,1.195,0.792,0.529,0.253,0.049
130,2020,Swaziland,4.308,132,0.828,1.065,0.21600000000000003,0.3,0.067,0.147
131,2020,Sweden,7.353,7,1.3219999999999998,1.433,0.986,0.65,0.273,0.442
132,2020,Switzerland,7.56,3,1.391,1.472,1.041,0.629,0.26899999999999996,0.408
133,2020,Taiwan,6.455,25,1.327,1.358,0.878,0.449,0.151,0.132
134,2020,Tajikistan,5.556,71,0.475,1.218,0.6809999999999999,0.521,0.182,0.222
135,2020,Tanzania,3.4760000000000004,148,0.457,0.873,0.44299999999999995,0.509,0.272,0.204
136,2020,Thailand,5.999,54,1.0070000000000001,1.348,0.794,0.609,0.377,0.032
137,2020,Togo,4.187,135,0.268,0.5479999999999999,0.34299999999999997,0.304,0.201,0.115
138,2020,Trinidad and Tobago,6.192,42,1.168,1.4069999999999998,0.659,0.5529999999999999,0.19899999999999998,0.015
139,2020,Tunisia,4.3919999999999995,128,0.875,0.872,0.7809999999999999,0.23600000000000002,0.055999999999999994,0.044000000000000004
140,2020,Turkey,5.132000000000001,93,1.127,1.197,0.7809999999999999,0.254,0.086,0.121
141,2020,Turkmenistan,5.119,95,1.0090000000000001,1.51,0.612,0.515,0.32299999999999995,0.034
142,2020,Uganda,4.4319999999999995,126,0.312,1.052,0.37799999999999995,0.402,0.265,0.064
143,2020,Ukraine,4.561,123,0.78,1.321,0.6990000000000001,0.319,0.179,0.01
